POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
 32  .009435 .006147 .004173 .002979 .002093 .001340 .000737
 33  .009584 .006231 .004220 .003014 .002123 .001365 .000755
 34  .009732 .006316 .004268 .003049 .002153 .001389 .000772
 35  .009881 .006400 .004316 .003085 .002184 .001414 .000790
 36  .010030 .006485 .004364 .003120 .002214 .001438 .000807
 37  .010179 .006569 .004411 .003155 .002245 .001463 .000825
 38  .010328 .006654 .004459 .003191 .002275 .001487 .000842
 39  .010477 .006738 .004507 .003226 .002305 .001512 .000859
 40  .010625 .006823 .004555 .003261 .002336 .001536 .000877
 41  .010774 .006907 .004602 .003297 .002366 .001561 .000894
 42  .010923 .006992 .004650 .003332 .002396 .001585 .000912
 43  .011072 .007076 .004698 .003367 .002427 .001610 .000929
 44  .011221 .007161 .004745 .003403 .002457 .001634 .000946
 45  .011369 .007245 .004793 .003438 .002488 .001659 .000964
 46  .011518 .007330 .004841 .003473 .002518 .001683 .000981
 47  .011667 .007414 .004889 .003509 .002548 .001708 .000999
 48  .011816 .007499 .004936 .003544 .002579 .001732 .001016
 49  .011965 .007583 .004984 .003579 .002609 .001757 .001034
 50  .012113 .007668 .005032 .003615 .002639 .001781 .001051
 
 
CHINA
JAHR      23      24      25      26      27      28      29      30
-48  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-47  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-46  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-45  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-44  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-43  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-42  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-41  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-40  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-39  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-38  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-37  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-36  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-35  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-34  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-33  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-32  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-31  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-30  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-29  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-28  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-27  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-26  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-25  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-24  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-23  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-22  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-21  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-20  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-19  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-18  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-17  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-16  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-15  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-14  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-13  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-12  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-11  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
-10  .224937 .220932 .198340 .145922 .082980 .044659 .039776 .049495
 -9  .216333 .212529 .190956 .140559 .079425 .041357 .035308 .043497
 -8  .209598 .205956 .185192 .136347 .076477 .038333 .031056 .037801
 -7  .209303 .205670 .184954 .136208 .076450 .038384 .031155 .037979
 -6  .207631 .204043 .183559 .135310 .076109 .038399 .031319 .038194
 -5  .206549 .202997 .182684 .134753 .075816 .038147 .030952 .037670
 -4  .208860 .205274 .184761 .136348 .076817 .038803 .031630 .038524
 -3  .208024 .204467 .184095 .135944 .076635 .038671 .031436 .038265
 -2  .200944 .197507 .177826 .131325 .074081 .037491 .030597 .037302
 -1  .191455 .188178 .169423 .125146 .070715 .036044 .029698 .036306
  0  .159005 .156405 .141461 .106159 .063245 .037564 .036245 .045575
  1  .159447 .156840 .141854 .106454 .063421 .037668 .036346 .045702
  2  .159889 .157275 .142248 .106749 .063597 .037773 .036447 .045829
  3  .160331 .157710 .142641 .107044 .063772 .037877 .036547 .045955
  4  .160773 .158144 .143034 .107339 .063948 .037982 .036648 .046082
  5  .161215 .158579 .143427 .107634 .064124 .038086 .036749 .046209
  6  .161657 .159014 .143820 .107929 .064300 .038190 .036850 .046335
  7  .162099 .159449 .144214 .108224 .064476 .038295 .036950 .046462
  8  .162541 .159883 .144607 .108520 .064651 .038399 .037051 .046589
  9  .162983 .160318 .145000 .108815 .064827 .038504 .037152 .046716
 10  .163425 .160753 .145393 .109110 .065003 .038608 .037253 .046842
 11  .163867 .161188 .145786 .109405 .065179 .038713 .037353 .046969
 12  .164309 .161622 .146180 .109700 .065355 .038817 .037454 .047096
 13  .164751 .162057 .146573 .109995 .065530 .038921 .037555 .047222
 14  .165193 .162492 .146966 .110290 .065706 .039026 .037656 .047349
 15  .165635 .162927 .147359 .110585 .065882 .039130 .037756 .047476
 16  .166077 .163361 .147753 .110880 .066058 .039235 .037857 .047602
 17  .166519 .163796 .148146 .111175 .066234 .039339 .037958 .047729
 18  .166961 .164231 .148539 .111470 .066409 .039443 .038059 .047856
 19  .167403 .164666 .148932 .111765 .066585 .039548 .038159 .047982
 20  .167845 .165100 .149325 .112061 .066761 .039652 .038260 .048109
 21  .168287 .165535 .149719 .112356 .066937 .039757 .038361 .048236
 22  .168729 .165970 .150112 .112651 .067113 .039861 .038462 .048362
 23  .169171 .166405 .150505 .112946 .067288 .039965 .038562 .048489
 24  .169613 .166839 .150898 .113241 .067464 .040070 .038663 .048616
 25  .170055 .167274 .151291 .113536 .067640 .040174 .038764 .048742
 26  .170496 .167709 .151685 .113831 .067816 .040279 .038865 .048869
 27  .170938 .168144 .152078 .114126 .067992 .040383 .038965 .048996
 28  .171380 .168578 .152471 .114421 .068167 .040488 .039066 .049123
 29  .171822 .169013 .152864 .114716 .068343 .040592 .039167 .049249
 30  .172264 .169448 .153258 .115011 .068519 .040696 .039268 .049376
 31  .172706 .169883 .153651 .115306 .068695 .040801 .039368 .049503
 32  .173148 .170317 .154044 .115602 .068871 .040905 .039469 .049629
 33  .173590 .170752 .154437 .115897 .069046 .041010 .039570 .049756
 34  .174032 .171187 .154830 .116192 .069222 .041114 .039671 .049883
 35  .174474 .171622 .155224 .116487 .069398 .041218 .039771 .050009
 36  .174916 .172056 .155617 .116782 .069574 .041323 .039872 .050136
 37  .175358 .172491 .156010 .117077 .069750 .041427 .039973 .050263
 38  .175800 .172926 .156403 .117372 .069925 .041532 .040074 .050389
 39  .176242 .173361 .156796 .117667 .070101 .041636 .040174 .050516
 40  .176684 .173795 .157190 .117962 .070277 .041741 .040275 .050643
 41  .177126 .174230 .157583 .118257 .070453 .041845 .040376 .050769
 42  .177568 .174665 .157976 .118552 .070629 .041949 .040477 .050896
 43  .178010 .175100 .158369 .118848 .070804 .042054 .040577 .051023
 44  .178452 .175534 .158763 .119143 .070980 .042158 .040678 .051149
 45  .178894 .175969 .159156 .119438 .071156 .042263 .040779 .051276
 46  .179336 .176404 .159549 .119733 .071332 .042367 .040880 .051403
 47  .179778 .176839 .159942 .120028 .071508 .042471 .040980 .051529
 48  .180220 .177273 .160335 .120323 .071683 .042576 .041081 .051656
 49  .180662 .177708 .160729 .120618 .071859 .042680 .041182 .051783
 50  .181104 .178143 .161122 .120913 .072035 .042785 .041283 .051910
 
JAHR      31      32      33      34      35      36      37      38
-48  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-47  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-46  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-45  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-44  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-43  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-42  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-41  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-40  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-39  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-38  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-37  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-36  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-35  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-34  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-33  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-32  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-31  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-30  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-29  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-28  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-27  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-26  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-25  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-24  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-23  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-22  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-21  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-20  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-19  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-18  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-17  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-16  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-15  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-14  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-13  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-12  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-11  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
-10  .020453 .015340 .010227 .005113 .008850 .007080 .005310 .003540
 -9  .016166 .012124 .008083 .004042 .006490 .005192 .003894 .002596
 -8  .012941 .009705 .006470 .003235 .004327 .003461 .002596 .001731
 -7  .014160 .010620 .007080 .003540 .004179 .003343 .002508 .001672
 -6  .013806 .010354 .006903 .003451 .003835 .003068 .002301 .001534
 -5  .012901 .009676 .006451 .003225 .003540 .002832 .002124 .001416
 -4  .013098 .009823 .006549 .003274 .003786 .003029 .002272 .001514
 -3  .013137 .009853 .006569 .003284 .004277 .003422 .002566 .001711
 -2  .013491 .010118 .006746 .003373 .004966 .003973 .002979 .001986
 -1  .013845 .010384 .006923 .003461 .005163 .004130 .003097 .002065
  0  .017661 .013245 .008830 .004415 .004573 .003658 .002744 .001829
  1  .017710 .013282 .008855 .004427 .004585 .003668 .002751 .001834
  2  .017759 .013319 .008879 .004440 .004598 .003678 .002759 .001839
  3  .017808 .013356 .008904 .004452 .004611 .003689 .002766 .001844
  4  .017857 .013393 .008929 .004464 .004623 .003699 .002774 .001849
  5  .017906 .013430 .008953 .004477 .004636 .003709 .002782 .001854
  6  .017955 .013466 .008978 .004489 .004649 .003719 .002789 .001860
  7  .018004 .013503 .009002 .004501 .004661 .003729 .002797 .001865
  8  .018053 .013540 .009027 .004513 .004674 .003739 .002805 .001870
  9  .018102 .013577 .009051 .004526 .004687 .003750 .002812 .001875
 10  .018152 .013614 .009076 .004538 .004700 .003760 .002820 .001880
 11  .018201 .013650 .009100 .004550 .004712 .003770 .002827 .001885
 12  .018250 .013687 .009125 .004562 .004725 .003780 .002835 .001890
 13  .018299 .013724 .009149 .004575 .004738 .003790 .002843 .001895
 14  .018348 .013761 .009174 .004587 .004750 .003800 .002850 .001900
 15  .018397 .013798 .009199 .004599 .004763 .003811 .002858 .001905
 16  .018446 .013835 .009223 .004612 .004776 .003821 .002866 .001910
 17  .018495 .013871 .009248 .004624 .004789 .003831 .002873 .001915
 18  .018544 .013908 .009272 .004636 .004801 .003841 .002881 .001921
 19  .018593 .013945 .009297 .004648 .004814 .003851 .002888 .001926
 20  .018642 .013982 .009321 .004661 .004827 .003861 .002896 .001931
 21  .018692 .014019 .009346 .004673 .004839 .003872 .002904 .001936
 22  .018741 .014055 .009370 .004685 .004852 .003882 .002911 .001941
 23  .018790 .014092 .009395 .004697 .004865 .003892 .002919 .001946
 24  .018839 .014129 .009419 .004710 .004878 .003902 .002927 .001951
 25  .018888 .014166 .009444 .004722 .004890 .003912 .002934 .001956
 26  .018937 .014203 .009469 .004734 .004903 .003922 .002942 .001961
 27  .018986 .014240 .009493 .004747 .004916 .003933 .002949 .001966
 28  .019035 .014276 .009518 .004759 .004928 .003943 .002957 .001971
 29  .019084 .014313 .009542 .004771 .004941 .003953 .002965 .001976
 30  .019133 .014350 .009567 .004783 .004954 .003963 .002972 .001982
 31  .019182 .014387 .009591 .004796 .004967 .003973 .002980 .001987
 32  .019232 .014424 .009616 .004808 .004979 .003983 .002988 .001992
 33  .019281 .014460 .009640 .004820 .004992 .003994 .002995 .001997
 34  .019330 .014497 .009665 .004832 .005005 .004004 .003003 .002002
 35  .019379 .014534 .009689 .004845 .005017 .004014 .003010 .002007
 36  .019428 .014571 .009714 .004857 .005030 .004024 .003018 .002012
 37  .019477 .014608 .009739 .004869 .005043 .004034 .003026 .002017
 38  .019526 .014645 .009763 .004882 .005055 .004044 .003033 .002022
 39  .019575 .014681 .009788 .004894 .005068 .004055 .003041 .002027
 40  .019624 .014718 .009812 .004906 .005081 .004065 .003049 .002032
 41  .019673 .014755 .009837 .004918 .005094 .004075 .003056 .002037
 42  .019722 .014792 .009861 .004931 .005106 .004085 .003064 .002043
 43  .019772 .014829 .009886 .004943 .005119 .004095 .003071 .002048
 44  .019821 .014865 .009910 .004955 .005132 .004105 .003079 .002053
 45  .019870 .014902 .009935 .004967 .005144 .004116 .003087 .002058
 46  .019919 .014939 .009959 .004980 .005157 .004126 .003094 .002063
 47  .019968 .014976 .009984 .004992 .005170 .004136 .003102 .002068
 48  .020017 .015013 .010009 .005004 .005183 .004146 .003110 .002073
 49  .020066 .015050 .010033 .005017 .005195 .004156 .003117 .002078
 50  .020115 .015086 .010058 .005029 .005208 .004166 .003125 .002083
 
JAHR      39      40      41      42      43      44      45
-48  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-47  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-46  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-45  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-44  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-43  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-42  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-41  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-40  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-39  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-38  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-37  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-36  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-35  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-34  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-33  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-32  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-31  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-30  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-29  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-28  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-27  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-26  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-25  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-24  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-23  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-22  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-21  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-20  .001770 .002606 .002085 .001564 .001042 .000521 .002212
-19  .001770 .002606 .002085 .001564 .001042 .000521 .002212
